,genre,title,artist,lyric
21,발라드,죄와벌,SG 워너비,"너무나 사랑한게 죄였나봐
떠날까봐 널 가뒀으니
내게만 보여줬던 니 모습은
혼자 숨겨두고 싶었어
달콤한 독이 되어 퍼져버린
너에 대한 내 미련들이
가녀린 내 사랑을 헤쳐갔어
내게서 널 뺏어간거야
이젠 보낼게 널 놓아줄게 
내가 없는게 더 행복한 너라면
못난 내사랑도 못된 미련도
난 혼자 남아 지워갈게
차츰 넌 향기 없는 꽃이 되어
원망하듯 시들어갔어
미안해 내 사랑이 서툴러서
너를 다치게 했었나봐
이젠 보낼게 널 놓아줄게 
내가 없는게 더 행복한 너라면
못난 내사랑도 못된 미련도
난 혼자 남아 지워갈게
행복해도돼 꼭 그래야해
그것만 믿고 널 보내는 나니까
마지막 인사로 이 말만 해줘
조금은 사랑했었다고
아픈 가슴을 치며 그리워져도
널 찾지는 않을거야
마지막 인사로 이 말만 해줘
조금은 사랑했었다고
이젠 보낼게 널 놓아줄게
내가 없는게 더 행복한 너라면
못난 내사랑도 못된 미련도
난 혼자남아 지워갈게
행복해도돼 꼭 그래야해
그것만 믿고 널 보내는 나니까
마지막 인사로 이 말만 해줘
조금은 사랑했었다고
나 혼자 남아 지워갈게
"
22,"발라드, 국내드라마","묘해, 너와",어쿠스틱 콜라보,"니 생각에 꽤 즐겁고 
니 생각에 퍽 외로워 
이상한 일이야  
누굴 좋아한단 건 
아무 일도 없는 저녁 
집 앞을 걷다  
밤 공기가 좋아서 
뜬금없이 이렇게  
니가 보고 싶어
참 묘한 일이야 사랑은 
좋아서 그립고  
그리워서 외로워져 
이게 다 무슨 일일까 
내 맘이 내 맘이 아닌걸 
이제와 어떡해  
모든 시간 모든 공간 
내 주위엔 온통  
너뿐인 것 같아 묘해 
보고 싶어 신기하고 
신기해서 보고 싶고 
그러다 한 순간  
미친 듯 불안하고 
아무렇지도 않은데 
햇살에 울컥  
눈물이 날 것 같고 
그러다가 니 전화  
한 통에 다 낫고 
참 묘한 일이야 사랑은 
아파서 고맙고  
고마워서 대견해져 
이게 다 무슨 일일까 
이 길이 그 길이 아닌걸 
모르고 떠나온  
여행처럼 낯설지만 
그래서 한번 더  
가보고 싶어져 너와 
이렇게 너를 바라볼 때 
뭐랄까 나는  
행복한 채로 두려워져  
참 묘한 일이야 사랑은
좋아서 그립고 
그리워서 외로워져
이게 다 무슨 일일까
내 맘이 내 맘이 아닌걸
이제와 어떡해 
모든 시간 모든 공간
내 주위엔 온통 
너뿐인 것 같아 묘해
그래서 한번 더 
가보고 싶어져 너와
"
23,발라드,사랑 안해,백지영,"그럴려고 그랬어 돌아가려고 
너의 차가움엔 그래 다 이유 있었던거야 
나를 만지는 너의 손길 없어진 
이제야 깨닫게 되었어 네맘 떠나간 것을 
 
설마하는 그런 미련 때문에 
그래도 나는 나를 위로해 
나 이제 이러는 내가 더 가여워 
이제라도 널 지울꺼야 기억의 모두를 
 
이제 다시 사랑안해 말하는 난 너와 같은 사람 
다시 만날 수가 없어서 사랑할 수 없어서 
바보처럼 사랑 안해 말하는 널 사랑한다 
나를 잊길바래 나를 지워줘 
 
바보처럼 몰랐어 너희 두 사람 
아직 기억하려던 그건 그래 다 욕심이야 
다짐했건만 매일 아침 눈을 떠 
지나간 너에게 기도해 나를 잊지 말라고 
 
제발 지금 내가 바라는 하나 
내 얘길 너무 쉽게 하진마 
차라리 나를 모른다고 말해줘 
시간지나 알게 될꺼야 내 사랑의 가치를 
 
이제 다시 사랑안해 
말하는 난 너와 같은 사람 
다시 만날 수가 없어서 사랑할 수 없어서 
바보처럼 사랑안해 말하는 널 사랑한다 
나를 잊길 바래 나를 지워줘 
 
내가 없는 내가 아닌 그 자리에 사랑 채우지마 
혹시 만날 수가 있다면 사랑 할 수 있다면 
아프잖아 사랑한 널 지켜보며 사랑한단 
그 말 한마디를 하지 못해서 
 
"
24,발라드,소주 한 잔,임창정,"술이 한 잔 생각나는 밤 같이
있는 것 같아요 
그 좋았던 시절들 이젠 모두 
한숨만 되네요 
떠나는 그대 얼굴이 혹시 
울지나 않을까 
나 먼저 돌아섰죠 그때부터 
그리워요 
사람이 변하는 걸요 다시 
전보다 그댈 원해요 
이렇게 취할때면 꺼져버린 
전화를 붙잡고 
여보세요 나야 거기 잘 지내니 
여보세요 왜 말 안하니 
울고 있니 내가 오랜만이라서 
사랑하는 사람이라서 
그대 소중한 마음 밀쳐낸 
이기적인 그때의 나에게 
그대를 다시 불러오라고 
미친듯이 외쳤어 
떠나는 그대 얼굴이 마치 
처음과 같아서 
나 눈물이 났어요 그때부터 
그리워요 
사람이 변하는 걸요 다시 
전보다 그댈 원해요 
이렇게 취할때면 바뀌어버린 
전화번홀 누르고  
여보세요 나야 거기 잘 지내니 
오랜만이야 내 사랑아 
그대를 다시 불러오라고 
미친듯이 울었어 우 
여보세요 나야 정말 미안해 
이기적인 그때의 나에게 
그대를 다시 불러오라고 
미친듯이 외쳤어 
"
25,발라드,못해 (Feat. 美),포맨 (4MEN),"이제는 밥을 먹어도
눈물 없이는 삼키지 못해
억지로 먹고 먹어도 속이 늘 허전해
노랠 들어도 흥얼대지도 못해
영화를 봐도
내가 뭘 본 건 지 기억 못해
밥도 잘 먹지 못해 니가 생각날까봐
니 생각에 체할까봐
니가 떠난 후로 오늘도
눈물로 하루를 먹고 살아
버스도 타지 못해 누가 날 욕할까봐
우는 날 놀려댈까봐
아무 것도 못해
너 없인 나 혼자 살지 못해
이제는 술을 마셔도
눈물 없이는 마시지 못해
아무리 병을 비워도 너만 더 생각해
살아서 뭐해 넌 내 곁에 없는데
혼자 뭘 어째
아무것도 할 수 없는 난데
밥도 잘 먹지 못해 니가 생각날까봐
니 생각에 체할까봐
니가 떠난 후로 오늘도
눈물로 하루를 먹고 살아
버스도 타지 못해 누가 날 욕할까봐 
우는 날 놀려댈까봐
아무것도 못해
너 없인 나 혼잔 살지 못해
너 없인 웃는 것도 난 못해
너 없인 걷는 것도 난 못해
아무 것도 아무 것도 못해
내겐 니 사랑이 필요해
혼자 살아서 뭐해 니가 더 잘 알잖아
너 없인 나 안 되잖아
너 밖에 몰라서 너 없인
밥조차 먹지 못하는 난데
차마 죽지도 못해 니가 돌아올까봐
언젠가 날 찾을까봐
아무 것도 못해
오늘도 내일도 너만 원해
"
26,발라드,안녕이라고 말하지마,다비치,"떨리는 너의 입술을 
난 난 처음 보았지
무슨 말 하려고 말 하려고 
뜸만 들이는지
슬픈 예감은 다 맞는단 
노래 가사처럼
설마 아니겠지 아닐 거야 
아니어야만 돼
벌써 넌 나를 떠나 니 마음마저 
떠나 또 몸마저도 떠나는데
난 몰라 널 잡을 방법을 좀 
누가 내게 말해줘요
오늘밤 그 말만은 말아요 
왜 날 버리고 갔나요
나 마음이 아파 가슴이 아파 
눈물 차올라요
아직은 안녕 우린 안돼요 
넌 그 입을 더 열지마
안녕이라고 내게 말하지마
차가운 너의 한마디가 날 주저앉혔지
세상 무너질 듯 무너진 듯 
눈물만 눈물만
지금 순간이 가면 이 순간이 
지나면 영영 우린 이별인데
사랑해 죽도록 사랑한 날 
날 버리지 말아줘요
오늘밤 그 말만은 말아요 
왜 날 버리고 갔나요
나 마음이 아파 가슴이 아파 
눈물 차올라요
아직은 안녕 우린 안돼요 
넌 그 입을 더 열지마
안녕이라고 내게 말하지마
이별이 뭔지 나는 몰라요 
그냥 서럽고 서러워
나 사연이 많아 추억이 많아 
가슴 찢어져요
아직은 안녕 우린 안돼요 
넌 그 입을 더 열지마
안녕이라고 내게 말하지마 
안녕이라고 내게 말하지마
"
27,발라드,오늘 헤어졌어요,윤하 (YOUNHA),"새하얀 머플러에 얼굴을 묻고
붉어진 눈을 깜빡이며 널 기다렸어
무슨 얘길 하고 픈지 그 말
알 것도 같은데 모르겠어
머쓱한 눈인사에 목이 메이고
한 발 물러 선
우리 둘 공간에 눈물 터지고
화가 나서 소리치듯 가란 내 말에
벌써 넌 아주 멀리 달아나 버렸어
오늘 헤어졌어요 우리 헤어졌어요
내 맘 알 것 같다면
옆에서 같이 울어줘요
나는 안되나봐요 역시 아닌가봐요
얼마나 더 울어야 제대로 사랑 할까요
귓가엔 심장소리 그대 울리고
지운 니 번호 지울수록
더욱 또렷 해지고
언제부터 어디부터 멀어진 건지
분명히 어제까진 날 사랑 했는데
오늘 헤어졌어요 우리 헤어졌어요
내 맘 알 것 같다면
옆에서 같이 울어줘요
나는 안되나봐요 역시 아닌가봐요
얼마나 더 울어야 제대로 사랑 할까요
참 좋았어 너무 좋아서 더 아프죠
사랑에 또 속은 내가 미워
그냥 나오지 말 걸 그냥 아프다 할 걸
우리 사랑한 기억
그게 널 붙잡아 줄 텐데
너는 내일을 살고 나는 오늘을 살아
아무도 아무것도 날 웃게할 수는 없어
오늘 헤어졌어요 우리 헤어졌어요
내 맘 알 것 같다면
옆에서 같이 울어줘요
나는 안되나봐요 역시 아닌가봐요
얼마나 더 울어야 제대로 사랑 할까요
"
28,발라드,끝사랑,김범수,"내가 이렇게 아픈데 
그댄 어떨까요
원래 떠나는 사람이 
더 힘든 법인데
아무 말하지 말아요 
그대 마음 알아요
간신히 참고 있는 날 
울게 하지 마요
이별은 시간을 멈추게 하니까
모든걸 빼앗고 추억만 주니까
아무리 웃어 보려고 
안간힘 써 봐도
밥 먹다가도 울겠지만
그대 오직 그대만이
내 첫사랑 내 끝사랑
지금부터 달라질 수 없는 
한 가지
그대만이 영원한 내 사랑
그대도 나처럼 잘못했었다면
그 곁에 머물기 수월했을까요
사랑해 떠난다는 말
과분하다는 말
코웃음 치던 나였지만
그대 오직 그대만이
내 첫사랑 내 끝사랑
지금부터 그대 
나를 잊고 살아도
그대만이 영원한 내 사랑
나는 다시는 사랑을
못할 것 같아요
그대가 아니면
"
29,발라드,또 다시 사랑,임창정,"아픔이 좀 더 작아질까
의미 없는 만남을 하다가
어느 날 그대가 흘린 눈물
왠지 나와 같다 느껴서
이렇게 그대를 지키는가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가면서
분명 행복할 걸 알겠지만
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한
인연이란 것 일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며
처음인 듯 찾아오니까
어느 날 그대가 숨긴 눈물
왠지 나와 같다 느껴서
이렇게 그대를 지키는 가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가는 게
혹시 두렵기도 하겠지만
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한
인연이란 것일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며
처음인 듯 찾아오니까
절대 우리 작은 다툼조차 하지 마요
이별 후엔 서운함만
가슴속에 남으니
사소한 그 표현이 그 말들이
언제나 나에겐 참
고마울 거예요
내가 그대를 만났다는 건
어쩌면 흘러가는 흔한
인연이란 것 일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며
처음인 듯 찾아오니까
사랑 언제나 이번이 마지막이라며
"
30,발라드,보고 싶다,김범수,"아무리 기다려도 난 못 가

바보처럼 울고 있는 너에 곁에

상처만 주는 나를 왜 모르고

기다리니 떠나가란 말야

보고싶다 보고싶다

이런 내가 미워질 만큼

울고 싶다 네게 무릎 꿇고

모두 없던 일이 될 수 있다면

미칠 듯 사랑했던 기억이

추억들이 너를 찾고 있지만

더 이상 사랑이란 변명에

너를 가둘 수 없어

이러면 안 되지만

죽을 만큼 보고싶다

보고싶다 보고싶다

이런 내가 미워질 만큼

믿고 싶다 옳은 길이라고

너를 위해 떠나야만 한다고

미칠 듯 사랑했던 기억이

추억들이 너를 찾고 있지만

더 이상 사랑이란 변명에

너를 가둘 수 없어

이러면 안 되지만

죽을 만큼 보고싶다

죽을 만큼 잊고싶다"
31,발라드,두사람,성시경,"지친 하루가 가고
달빛 아래 두 사람
하나의 그림자
눈 감으면 잡힐 듯
아련한 행복이 아직 저기 있는데
상처 입은 마음은
너의 꿈마저 그늘을 드리워도
기억해줘 아프도록
사랑하는 사람이 곁에 있다는 걸
때로는 이 길이 멀게만 보여도
서글픈 마음에 눈물이 흘러도
모든 일이 추억이 될 때까지
우리 두 사람
서로의 쉴 곳이 되어주리
너와 함께 걸을 때
어디로 가야 할지
길이 보이지 않을 때
기억할게 너 하나만으로
눈이 부시던 그 날의 세상을
여전히 서툴고 또 부족하지만
언제까지나 네 곁에 있을게
캄캄한 밤 길을 잃고 헤매도
우리 두 사람
서로의 등불이 되어주리
먼 훗날 무지개 저 너머에
우리가 찾던 꿈 거기 없다 해도
그대와 나 함께 보내는
지금 이 시간들이
내겐 그보다 더 소중한 걸
때로는 이 길이 멀게만 보여도
서글픈 마음에 눈물이 흘러도
모든 일이 추억이 될 때까지
우리 두 사람 서로의 쉴 곳이 되어
서툴고 또 부족하지만
언제까지나 곁에 있을게
모진 바람 또 다시 불어와도
우리 두 사람
저 거친 세월을 지나가리
"
32,발라드,그랬나봐,김형중,"많은 친구 모인 밤 그 속에서 
늘 있던 자리에 니가 가끔 보이지 않을 때 
내가 좋아했던 너의 향길 맡으면 
혹시 니가 아닐까 고갤 돌려 널 찾을 때 
우연히 너의 동넬 지나갈 때면 
어느새 니 얼굴 자꾸 떠오를 때 
그랬나봐 나 널 좋아하나봐 
하루하루 니 생각만 나는걸 
널 보고싶다고 잘할 수 있다고 
용기내 전활 걸고 싶었는데 
그게 잘 안돼 바보처럼 
우연히 너의 메일을 알게 되면서 
모니터 앞에 널 밤새 기다릴 때 
그랬나봐 나 널 좋아하나봐 
하루하루 니 생각만 나는걸 
널 보고싶다고 잘할 수 있다고 
용기내 전활걸고 싶었는데
그게 잘 안돼
말 하지 못한 막막함을
너는 알고 있을까
오랫동안 기다려온 사람 내 앞에
숨쉬고 있는 걸
그랬나봐 나 널 좋아하나봐
하루하루 니 생각만 나는걸
널 보고싶다고 잘할 수 있다고
용기내 전활걸고 싶었는데
그게 잘 안돼
넌 언제나 나를 꿈꾸게 하지
지금보다 더 좋은 남자 되고싶다고
널 만나러 가는 이 시간 난 연습해
그토록 오랜시간 가슴속에 숨겨 왔던 말
사랑해
"
33,발라드,여전히 아름다운지,김연우,"첨엔 혼자라는게 편했지
자유로운 선택과 시간에
너의 기억을 지운 듯 했어
정말 난 그런줄로 믿었어
하지만 말야 이른 아침 혼자 눈을 뜰때
내 곁에 네가 없다는 사실을 알게 될 때면 
나도 모를 눈물이 흘러
변한 건 없니 날 웃게 했던
예전 그 말투도 여전히 그대로니
난 달라졌어 예전만큼 웃질 않고
좀 야위었어 널 만날때 보다
나를 이해해 준 지난 날을
너의 구속이라 착각했지
남자다운 거라며 너에겐
사랑한단 말조차 못했어
하지만 말야 빈 종이에 가득 너의 이름
쓰면서 네게 전활 걸어 너의 음성 들을 때
나도 모를 눈물이 흘러
변한 건 없니 내가 그토록
사랑한 미소도 여전히 아름답니
난 달라졌어 예전만큼 웃질 않고
좀 야위었어 널 만날때 보다
그는 어떠니 우리 함께한 날들
잊을 만큼 너에게 잘해주니
행복해야돼 나의 모자람
채워줄 좋은 사람 만났으니까 
"
34,발라드,삭제,이승기,"헤어진 다음 날 니 목소리없이
아침에 혼자 눈을 뜨게 된거야
실감이 안나 전화기를 켜보니
니 사진은 우리 둘 사진은
그대로 있는데 여기 있는데
어떡해 벌써 보고 싶은데
이젠 지워야겠지
모두 지워야겠지
웃는 너의 사진을
행복한 우리 사진을
한 장씩 너를 지울 때마다
가슴이 아려와
너의 사진이 점점 흐려져
사진 속 너를 불러도 보고
너를 만져도 보고
너무 잔인한 일이야
너를 지우는 일
그대로 있는데
웃고 있는데
사진 속 니가 웃고 있는데
이 땐 행복했나봐
이 땐 몰랐었나봐
우린 좋았었는데
우린 좋았을 텐데
한 장씩 너를 지울 때마다
가슴이 아려와
너의 사진이 점점 흐려져
사진 속 너를 불러도 보고
너를 만져도 보고
너무 잔인한 일이야
너를 지우는 일
이제 눈 감고 널 지워
어차피 우린 아닌거잖아
이젠 눈 감고 널 지워
마지막 사진 한장 뿐
마지막 너의 얼굴이 보여
너무 아름다워요
이제 다시는 볼 수 없음에
한번 더 너를 불러도 보고
너를 만져도 보고
너무 잔인한 일이지만은
널 지웠어
"
35,발라드,넌 감동이었어,성시경,"미련하게 아무도 모를 것 같아 
태연한 척 지내왔어 너 떠나버린 뒤 
다 알았대 어설픈 나의 눈빛을 
행복했던 지난 날의 나와 너무 달라서 
이별했음을 느낄 수 밖에 
너와 나 정말 그때는 좋았었나봐 
나 화 낼줄도 몰라 내내 즐거웠대 
그래 그랬었지 널 사랑하기에 
세상은 나에겐 커다란 감동이었어  
그 순간을 잊는다면 내가 살아 온  
짧은 세월은 너무나 보잘 것 없어 
되돌려 보려 해 너를 찾으려 해 
너 없이 살아도 멀쩡히 숨은 쉬겠지만 
후회와 그리움만으로는 견딜 수 없어 
하루도 자신이 없어
초라했대 어설픈 나의 눈빛은 
행복했던 지난 날의 나와 너무 달라서 
이별했음을 느낄 수 밖에 
너와 나 헤어질줄은 아무도 몰랐대 
하루가 너무 짧던 우리의 날들이 
그래 그랬었지 널 사랑하기에 
세상은 나에겐 커다란 감동이었어  
그 순간을 잊는다면 내가 살아 온  
짧은 세월은 너무나 보잘 것 없어 
되돌려 보려 해 너를 찾으려 해 
너 없이 살아도 멀쩡히 숨은 쉬겠지만 
후회와 그리움만으로는 견딜 수 없어 
하루도 자신이 없어 도저히
"
36,발라드,Love Blossom (러브블러썸),케이윌,"입안에서
바람 맛이
달콤한 아침
새하얀
이불위로 닿는
햇살이 좋아
설레는
전화 벨소리
그대 인가요
설탕 한 스푼 담긴 소리
hello hello
봄이 와
이 거리 위에
봄이 와
나의 가슴속에
왜 이리 나
들뜨나 몰라
oh
팝콘 같은 꽃잎이
저 높이 날아요
사랑한다 말하면
난 정말 녹아요
오늘 같은 바람이 불면
하루 종일 미치겠어
그대가
아른아른 거려서
향기로운
봄 바람이
나풀거리고
두 볼에 앉은
햇살마저
완벽한걸요
새하얗게 춤을 추는
꽃잎을 보며
그대와 둘이
걷다 보면
uh huh
ah ha
봄이 와
이 거리 위에
봄이 와
우리 둘 사이에
설레임이
피어 올라요
oh
팝콘 같은 꽃잎이
저 높이 날아요
사랑한다 말하면
난 정말 녹아요
오늘 같은 바람이 불면
하루 종일 미치겠어
그대가
아른아른 거려서
꿈에서 봤던
거리가 여기인가요
그대와 나란히
걷는 모든 곳이
아름다워
난 있잖아요
그대를 볼 때마다 놀라
더 아름다울 수 없는
그대여
따사로운 봄빛에
사랑이
녹아요
살랑대는 바람에
사랑이
불어요
오늘 같은 바람이 불면
제일 먼저
떠올라요
그대만
팝콘 같은
꽃잎이
저 높이 날아요
사랑한다
말하면
난 정말 녹아요
오늘 같은 바람이 불면
하루 종일 미치겠어
그대가
아른아른 거려서
그대가
나의 봄이죠
"
37,발라드,까만안경 (Feat. Day Light),"Daylight, 이루","까만 안경을 써요
아주 까만 밤인데 말이죠  
앞이 보이지 않아도 
괜찮아요 나는 울고 싶을 뿐이죠 
한 여자가 떠나요
너무나 사랑했었죠 
그래요 내 여자에요
내 가슴 속에서 울고 있는 여자 
사랑해요 나도 울고 있어요 오 난
보고 싶어서 만나고 싶어서
차라리 죽고만 싶어요 
미안해요 잘해주지 못한 나지만
이별까지도 사랑할거에요
행복한 사람이 되어주세요
제발요 
한 여자가 떠나요
너무나 사랑했었죠 
그래요 내 여자에요
내 가슴 속에서 울고 있는 여자 
사랑해요 나도 울고 있어요 오 난
보고 싶어서 만나고 싶어서
차라리 죽고만 싶어요 
미안해요 잘해주지 못한 나지만
이별까지도 사랑할거에요
행복한 사람이 되어주세요 
사랑해요 나도 울고 있어요 난
보고 싶어서 만나고 싶어서
차라리 죽고만 싶어요 
미안해요 잘해주지 못한 나지만
이별까지도 사랑할거에요
행복한 사람이 되어주세요
제발요 
"
38,발라드,나였으면,나윤권,"늘 바라만 보네요
하루가 지나가고 
또 하루가 지나도
그대 숨소리 그대 웃음소리
아직도 나를 흔들죠
또 눈물이 흐르죠
아픈 내 맘 모른채 
그댄 웃고 있네요
바보같은 나 철없는 못난 나를
한번쯤 그대 돌아봐 줄 수 없는지
알고있죠 내 바램들을
그대에겐 아무런 의미없단 걸
나였으면 그대 사랑하는 사람
나였으면 수없이 많은 날을 
나 기도해왔죠
푸르른 나무처럼 
말없이 빛난 별처럼
또 바라만 보고있는 나를 
그댄 알고 있나요
늘 나 오늘까지만
혼자 연습해왔던 사랑의 고백들도
슬픈 뒷모습 그저 오늘까지만
이런 내맘을 모른채 살아 갈테죠
기다림이 잊혀짐보다
쉽다는걸 슬프게 잘 알고 있죠
나였으면 그대 사랑하는 사람
나였으면 수없이 많은 날을 
나 기도해왔죠
푸르른 나무처럼 
말없이 빛난 별처럼
또 바라만 보고있는 나를 
그댄 알고 있나요
묻고싶죠 그댄 잘 지내는 가요
함께하는 그 사람이 
그대에게 잘해주나요
바보같은 걱정도 
부질없단걸 알지만
눈물없이 꼭 한번은 
말하고 싶었죠
사랑한다고"
39,발라드,추억은 사랑을 닮아,박효신,"그대가 부네요
내 가슴 안에 그대라는 바람이
언제나 내게 그랬듯이
내 맘 흔들어 놓고
추억이란 흔적만
남기고 달아나죠
난 길을 잃었죠
늘 그대라는 사람만 보다가
단 한 번 의심하지 않고
여기까지 왔는데
그대 없는 낯설은
길 위에 남아 있죠
가져가세요
좋은 기억마저도
그대가 없이는
내겐 짐만 될 텐데
자꾸 꺼내 보면
그리움만 커져서
다시 돌아가는 길
발걸음 또 멈추게 하죠
추억은 사랑을 닮아
난 자꾸 돌아보겠죠
그곳엔 아직도 그대가 있어서
그래서 아픈가 봐요
한 번쯤 꼭 한 번쯤은
그대도 날 볼까 봐
오늘도 기다려요
나 이제 어쩌죠
아무리 그댈 달아나려 해봐도
한뼘도 멀어지지 못해
매일 같은 자리에
매일 같은 무게로
하루를 살아가죠
어딜 보아도 온통 그대 뿐이죠
날 보던 눈빛이
자꾸 맘에 걸려서
다시 눈을 감고
그댈 지우려하면
굳게 다문 입술이 떨려와
참았던 눈물이 흐르죠
추억은 사랑을 닮아
난 자꾸 돌아보겠죠
그곳에 아직도 그대가 있어서
그래서 아픈가 봐요
한 번쯤 꼭 한 번쯤은
그대도 날 볼까 봐
오늘도 기다려요
어느 날 뒤돌아보다
그대가 나를 본다면
난 어떻게 하죠
아무 말 못하는
나를 잘 알잖아요
추억은 바람을 타고
언젠가 흩어질 텐데
울어도 소리쳐 봐도
모른 척 버리려 해도
잊지 못할 그 사람
오늘도 기다려요
나를 잘 알잖아요
"
40,발라드,One Love,엠씨더맥스,"이젠 내가 돌아서려 해 
다신 그 사람과 
네 앞에서 보이지 않게 
이제 너에겐 어떤 바램도 
작은 기대조차 할 수 없는 나잖아 
하지만 시간이 많이 지난 후에도 
나의 숨결 나의 향기 
네게 묻어있다면 
언제나 힘들던 이룰 수 없던 사랑 
너에게도 너무 큰 아픔이었다면 
다시 내게 돌아와 
너를 떠나보내고 
후회하고 있는 내게 
함께 할 수 없음이 
나에겐 너무도 
커다란 아픔인 걸 아니 
언제나 힘들던 이룰 수 없던 사랑 
너에게도 너무 큰 
아픔이었다면 돌아와 줘
후회 없는 사랑하기 위해 
내가 택한 사람은 너뿐야 
언젠간 내게 돌아와 줄 너잖아 
힘든 시간 다 지나고 
오랜 간절함에 되찾은 
내 마지막 사랑인 걸
다시 내게 돌아와 
너를 떠나보내고 
후회하고 있는 내게 
함께 할 수 없음이 
나에겐 너무도 
커다란 아픔인 걸 아니 
"
41,발라드,화장을 고치고,왁스,"우연히 날 찾아와 사랑만 남기고 간 너 
 
하루가 지나 몇 해가 흘러도 
 
아무 소식도 없는데 세월에 변해버린 
 
날 보면 실망할까봐 오늘도 나는 
 
설레이는 맘으로 화장을 다시 고치곤해 
 
아무것도 난 해준게 없어 
 
받기만 했을뿐 그래서 미안해 
 
나같은 여자를 왜 사랑했는지 
 
왜 떠나야 했는지 어떻게든 
 
우린 다시 사랑해야 해 
 
 
살다가 널 만나면 
 
모질게 따지고 싶어 힘든 세상에 
 
나홀로 남겨두고 왜 연락 한번 없었느냐고 
 
아무것도 난 해준게 없어 받기만 했을뿐 
 
그래서 미안해 나같은 여자를 
 
왜 사랑했는지 왜 떠나야 했는지 
 
어떻게든 우린 다시 사랑해야해 
 
그땐 너무 어려서 몰랐던 사랑을 
 
이제야 알겠어- 보잘것 없지만 
 
널 위해 남겨둔 내 사랑을 받아줘 
 
어떻게든 우린 다시 사랑해-야해 
 
 
"
42,발라드,같은 베개...,테이,"하룻밤 자고나면 괜찮을거라
그 밤이 어느새 천번째 밤이야
니가 떠난 그 날부터 매일밤
나를 위로해 줬던건
언젠가 니가 내게 사준 베개야
한시도 떨어져 살수가 없을때
서로같은 베개위에서라도
꼭 잠들자고 약속했었던
똑같은 베개 베고서 잠이들면
어디서든 함께있는 거라던
꿈속에서도 헤어지지 말자던
그런 니가 너무 그리워
잠들때까지 전화기를 붙잡고
사랑한다는말 지겹게 나누고
두 베개가 하나되는
그 날을 그리며 행복했던 난
이제는 그 베개를 끌어 안고서
눈물을 흘리고 후회를 흘리고
너에게 다 미쳐주지 못했었던
나의 마음을 또 흘리지
똑같은 베개 베고서 잠이 들면
어디서든 함께 있는 거라던
꿈속에서도 헤어지지 말자던
그런 니가 너무 그리워
언젠가 잊혀질 날이 올 것 같아서
슬픔도 멈출날 올 것 같아서
외려 두려워 시간이
내 맘까지 앗아갈까
아직도 너만 꿈꾸고 있는 바보
이런 나도 잠들날이 올까봐
똑같은 베개 베고서 잠이들면
어디서든 함께 있는거라던
꿈속에서도 헤어지지 말자던
그런 니가 너무 그리워
사랑이 눕던 그 곳에 그 자리위에
영원토록 이별이 또 누워도
너와 똑같은 추억 하나 가진 난
그래도 너라서 고마워
"
